Application_ID,Age,Gender,State,Residence_Type,Monthly_Income,Employment_Status,Education_Level,Family_Members,Disability_Status,Application_Date,Eligibility_Score,Application_Status,Subsidy_Amount,level,state_ut,schemeCategory,benefit_type,benefit_amount_per_year,min_age,max_age,income_limit,social_category,gender_target,course_level,application_mode,scheme_name,details,documents_required,tags
GOV-10757,63,Non-Binary,California,Urban,3464.28,Self-Employed,Primary,5,No,23-08-25,3,Approved,0,State,California,Social Welfare,Grant,97000,3,56,300000,ST,Any,Higher Secondary,Online,Gov Assistance Scheme - 573,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10758,33,Non-Binary,New York,Rural,1216.84,Student,Primary,6,Yes,23-08-25,47,Rejected,1200,State,New York,Agriculture,Stipend,32000,9,42,200000,General,Male,Vocational,Online+Offline,Gov Assistance Scheme - 153,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10759,39,Male,New York,Rural,3227.2,Student,Tertiary,2,No,28-01-25,10,Rejected,0,State,New York,Healthcare,Stipend,12000,23,46,800000,General,Non-Binary,PG,Online+Offline,Gov Assistance Scheme - 701,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10760,73,Male,Florida,Urban,1521.09,Private Sector,,8,Yes,02-01-25,69,Approved,0,State,Florida,Education & Learning,Subsidy,96000,20,41,200000,SC,Any,UG,Offline,Gov Assistance Scheme - 641,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10761,53,Female,California,Urban,4796.9,Unemployed,Secondary,8,No,10-04-25,49,Under Review,0,Central,All India,Housing,Scholarship,18000,15,65,800000,OBC,Female,Diploma,Offline,Gov Assistance Scheme - 800,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10762,57,Male,Florida,Urban,695.59,Self-Employed,Tertiary,7,No,29-03-25,86,Under Review,0,State,Florida,Agriculture,Scholarship,27000,14,51,800000,Any,Male,PhD,Online+Offline,Gov Assistance Scheme - 963,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10763,81,Female,Texas,Rural,3903.2,Unemployed,Secondary,6,No,12-12-25,19,Under Review,1200,Central,All India,Skill Development,Scholarship,29000,13,37,300000,General,Non-Binary,UG,Online,Gov Assistance Scheme - 441,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10764,61,Non-Binary,California,Urban,4732.88,Self-Employed,Primary,7,No,08-03-25,95,Under Review,0,State,California,Housing,Direct Benefit Transfer,82000,14,58,200000,SC,Female,Higher Secondary,Offline,Gov Assistance Scheme - 112,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10765,24,Non-Binary,New York,Rural,2012.09,Student,,6,No,03-08-25,43,Pending,500,Central,All India,Social Welfare,Grant,7000,15,33,300000,EWS,Any,PG,Offline,Gov Assistance Scheme - 592,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10766,65,Male,Texas,Urban,320.81,Student,Primary,7,Yes,13-09-25,76,Rejected,2500,Central,All India,Healthcare,Grant,74000,12,75,500000,General,Male,PhD,Online+Offline,Gov Assistance Scheme - 879,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10767,47,Male,California,Urban,1746.02,Private Sector,Secondary,4,Yes,19-01-25,53,Pending,0,State,California,Agriculture,Scholarship,91000,9,30,500000,ST,Any,Diploma,Offline,Gov Assistance Scheme - 502,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10768,71,Non-Binary,Texas,Urban,4761.49,Student,Primary,1,Yes,27-10-25,48,Pending,0,State,Texas,Agriculture,Scholarship,42000,20,69,800000,SC,Male,Diploma,Online,Gov Assistance Scheme - 494,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10769,79,Male,New York,Urban,1237.78,Private Sector,Secondary,4,Yes,21-06-25,10,Under Review,1200,Central,All India,Education & Learning,Grant,5000,14,52,500000,ST,Male,PhD,Online+Offline,Gov Assistance Scheme - 278,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10770,84,Female,Florida,Rural,4064.92,Student,Secondary,5,No,13-07-25,27,Pending,1200,Central,All India,Housing,Scholarship,26000,8,33,200000,ST,Any,School,Offline,Gov Assistance Scheme - 757,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10771,30,Female,Illinois,Urban,1819.25,Self-Employed,Tertiary,2,Yes,15-09-25,31,Approved,500,Central,All India,Education & Learning,Scholarship,81000,18,48,800000,General,Non-Binary,Vocational,Online+Offline,Gov Assistance Scheme - 175,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10772,40,Male,Florida,Rural,2525.9,Private Sector,Tertiary,7,No,18-01-25,66,Pending,2500,State,Florida,Social Welfare,Direct Benefit Transfer,32000,4,44,500000,EWS,Male,UG,Online+Offline,Gov Assistance Scheme - 694,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10773,29,Non-Binary,California,Urban,4778.42,Unemployed,Primary,8,Yes,07-02-25,23,Rejected,0,Central,All India,Housing,Direct Benefit Transfer,68000,7,35,500000,EWS,Non-Binary,UG,Online,Gov Assistance Scheme - 763,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10774,62,Non-Binary,Texas,Urban,1857.6,Unemployed,,1,Yes,12-10-25,40,Approved,1200,Central,All India,Healthcare,Grant,97000,23,50,200000,EWS,Female,PhD,Online+Offline,Gov Assistance Scheme - 875,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10775,30,Male,California,Urban,3512.77,Unemployed,Tertiary,5,No,18-11-25,36,Rejected,0,Central,All India,Education & Learning,Direct Benefit Transfer,40000,0,32,300000,EWS,Female,School,Offline,Gov Assistance Scheme - 380,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10776,34,Non-Binary,New York,Urban,4677.37,Public Sector,Secondary,8,No,08-07-25,98,Under Review,0,Central,All India,Housing,Direct Benefit Transfer,72000,12,75,500000,OBC,Any,School,Offline,Gov Assistance Scheme - 131,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10777,74,Non-Binary,Florida,Urban,3806.49,Self-Employed,,4,No,22-11-25,73,Rejected,1200,State,Florida,Social Welfare,Scholarship,12000,15,70,800000,EWS,Male,PG,Offline,Gov Assistance Scheme - 620,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10778,70,Non-Binary,Florida,Rural,1981.73,Unemployed,Primary,4,Yes,05-07-25,77,Rejected,1200,State,Florida,Social Welfare,Direct Benefit Transfer,16000,2,65,500000,SC,Non-Binary,Higher Secondary,Offline,Gov Assistance Scheme - 132,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10779,85,Male,Texas,Rural,2221.29,Private Sector,,5,No,24-07-25,88,Pending,0,State,Texas,Education & Learning,Direct Benefit Transfer,12000,10,39,500000,ST,Female,Diploma,Online+Offline,Gov Assistance Scheme - 471,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10780,71,Male,Florida,Urban,4114.94,Unemployed,Secondary,3,Yes,19-06-25,19,Pending,0,Central,All India,Education & Learning,Subsidy,41000,21,52,500000,EWS,Female,Higher Secondary,Online+Offline,Gov Assistance Scheme - 117,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10781,56,Male,Illinois,Urban,203,Public Sector,,3,Yes,28-09-25,83,Rejected,1200,State,Illinois,Agriculture,Direct Benefit Transfer,25000,1,78,300000,EWS,Female,Higher Secondary,Online,Gov Assistance Scheme - 118,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10782,78,Male,Florida,Urban,4410.17,Private Sector,,8,Yes,23-10-25,96,Approved,0,Central,All India,Skill Development,Scholarship,98000,11,38,800000,SC,Male,PhD,Online,Gov Assistance Scheme - 789,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10783,65,Non-Binary,Florida,Rural,3478.9,Public Sector,Primary,6,No,10-11-25,44,Pending,0,Central,All India,Agriculture,Direct Benefit Transfer,10000,15,63,500000,OBC,Any,UG,Offline,Gov Assistance Scheme - 287,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10784,74,Non-Binary,California,Rural,1320.27,Unemployed,Secondary,6,No,12-01-25,66,Pending,0,State,California,Agriculture,Subsidy,62000,16,46,300000,OBC,Non-Binary,School,Offline,Gov Assistance Scheme - 990,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10785,76,Female,Illinois,Urban,3772.6,Unemployed,,6,Yes,24-05-25,96,Approved,500,State,Illinois,Agriculture,Stipend,37000,13,31,300000,ST,Male,PhD,Offline,Gov Assistance Scheme - 657,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10786,67,Male,Illinois,Rural,1923.49,Student,,6,Yes,17-01-25,86,Approved,500,Central,All India,Agriculture,Scholarship,16000,15,75,200000,ST,Male,PG,Offline,Gov Assistance Scheme - 796,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10787,38,Female,Florida,Urban,4312.53,Unemployed,Secondary,4,Yes,10-04-25,59,Pending,2500,State,Florida,Housing,Direct Benefit Transfer,30000,4,36,300000,General,Male,Diploma,Online,Gov Assistance Scheme - 582,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10788,59,Male,California,Rural,3473.62,Private Sector,Primary,2,Yes,12-01-25,12,Under Review,1200,State,California,Agriculture,Stipend,50000,24,44,300000,Any,Non-Binary,Higher Secondary,Offline,Gov Assistance Scheme - 840,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10789,65,Male,Illinois,Rural,4329.29,Self-Employed,Secondary,7,Yes,17-03-25,34,Pending,0,State,Illinois,Healthcare,Stipend,29000,0,60,500000,ST,Any,UG,Online+Offline,Gov Assistance Scheme - 440,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10790,60,Non-Binary,Florida,Rural,4342,Unemployed,Tertiary,3,Yes,29-01-25,38,Under Review,0,Central,All India,Education & Learning,Grant,93000,15,65,500000,OBC,Male,School,Offline,Gov Assistance Scheme - 126,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10791,46,Male,Texas,Rural,3575.87,Self-Employed,Secondary,4,Yes,01-09-25,21,Rejected,2500,Central,All India,Skill Development,Scholarship,69000,20,46,500000,ST,Non-Binary,PhD,Online+Offline,Gov Assistance Scheme - 198,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10792,69,Female,Texas,Rural,2888.76,Student,Tertiary,1,No,17-08-25,79,Under Review,2500,Central,All India,Skill Development,Scholarship,7000,18,47,300000,SC,Female,Vocational,Online,Gov Assistance Scheme - 101,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10793,63,Female,California,Rural,3638.26,Private Sector,Primary,7,Yes,13-04-25,24,Rejected,1200,State,California,Skill Development,Subsidy,56000,23,69,200000,General,Female,Higher Secondary,Online+Offline,Gov Assistance Scheme - 402,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10794,21,Non-Binary,California,Urban,1299.82,Public Sector,,6,No,20-03-25,48,Pending,500,State,California,Skill Development,Grant,36000,9,75,500000,EWS,Non-Binary,Diploma,Online+Offline,Gov Assistance Scheme - 503,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10795,27,Non-Binary,Illinois,Rural,2470.72,Self-Employed,Primary,1,No,06-04-25,25,Under Review,0,Central,All India,Skill Development,Direct Benefit Transfer,29000,14,74,800000,General,Female,School,Online+Offline,Gov Assistance Scheme - 305,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10796,78,Male,Illinois,Rural,3214.21,Self-Employed,Tertiary,4,Yes,14-07-25,39,Under Review,0,State,Illinois,Skill Development,Scholarship,21000,7,70,500000,General,Male,School,Offline,Gov Assistance Scheme - 296,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10797,42,Female,New York,Urban,4378.4,Self-Employed,,6,Yes,07-09-25,14,Rejected,0,State,New York,Social Welfare,Subsidy,42000,0,57,500000,OBC,Non-Binary,PhD,Offline,Gov Assistance Scheme - 268,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10798,20,Female,New York,Urban,4324.08,Private Sector,Primary,3,No,25-09-25,2,Pending,1200,Central,All India,Housing,Direct Benefit Transfer,88000,18,53,300000,General,Non-Binary,UG,Online,Gov Assistance Scheme - 932,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10799,63,Non-Binary,New York,Urban,4392.05,Self-Employed,Tertiary,2,Yes,29-12-25,40,Pending,500,State,New York,Skill Development,Direct Benefit Transfer,43000,7,79,300000,ST,Male,Higher Secondary,Online+Offline,Gov Assistance Scheme - 721,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10800,79,Male,California,Rural,3368.19,Public Sector,Tertiary,1,No,19-05-25,27,Pending,2500,Central,All India,Education & Learning,Stipend,24000,5,69,800000,SC,Any,Vocational,Offline,Gov Assistance Scheme - 407,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10801,23,Male,Texas,Rural,103.86,Private Sector,Tertiary,6,No,29-05-25,22,Under Review,1200,Central,All India,Social Welfare,Grant,87000,25,50,500000,SC,Female,School,Online,Gov Assistance Scheme - 556,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10802,53,Non-Binary,Texas,Urban,4030.55,Public Sector,Secondary,6,No,18-12-25,99,Rejected,0,State,Texas,Social Welfare,Subsidy,44000,19,54,300000,EWS,Non-Binary,PG,Online,Gov Assistance Scheme - 218,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10803,44,Non-Binary,New York,Rural,2929.54,Unemployed,Primary,5,No,25-10-25,25,Pending,2500,Central,All India,Skill Development,Stipend,98000,11,64,800000,General,Any,Vocational,Offline,Gov Assistance Scheme - 431,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10804,50,Male,California,Urban,703.74,Student,Tertiary,5,No,14-08-25,35,Approved,1200,Central,All India,Agriculture,Stipend,31000,11,41,800000,ST,Any,PG,Online+Offline,Gov Assistance Scheme - 909,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10805,71,Male,Illinois,Urban,1379.56,Private Sector,Secondary,2,No,26-03-25,35,Pending,2500,Central,All India,Healthcare,Subsidy,33000,23,75,500000,OBC,Any,Higher Secondary,Offline,Gov Assistance Scheme - 193,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10806,22,Male,New York,Urban,2723.01,Private Sector,Tertiary,4,No,14-07-25,6,Rejected,2500,State,New York,Housing,Direct Benefit Transfer,27000,5,59,300000,ST,Female,Higher Secondary,Online+Offline,Gov Assistance Scheme - 321,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10807,24,Female,California,Rural,741.1,Unemployed,Tertiary,6,No,26-04-25,5,Rejected,2500,Central,All India,Social Welfare,Scholarship,90000,8,59,500000,Any,Any,PhD,Offline,Gov Assistance Scheme - 170,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10808,61,Non-Binary,Illinois,Rural,3743.88,Unemployed,Tertiary,7,Yes,26-11-25,27,Pending,1200,Central,All India,Agriculture,Direct Benefit Transfer,62000,22,39,200000,General,Non-Binary,PhD,Online+Offline,Gov Assistance Scheme - 627,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10809,34,Non-Binary,New York,Urban,1553.28,Student,,3,Yes,21-08-25,57,Under Review,0,State,New York,Social Welfare,Direct Benefit Transfer,73000,5,67,500000,Any,Male,UG,Online+Offline,Gov Assistance Scheme - 878,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10810,55,Female,Texas,Urban,3925.29,Student,Primary,8,No,02-11-25,69,Under Review,500,Central,All India,Social Welfare,Grant,75000,22,31,500000,OBC,Non-Binary,PhD,Online+Offline,Gov Assistance Scheme - 238,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10811,56,Female,Florida,Urban,4892.73,Self-Employed,Tertiary,2,Yes,24-04-25,46,Under Review,1200,State,Florida,Housing,Direct Benefit Transfer,64000,15,72,300000,SC,Any,School,Online,Gov Assistance Scheme - 623,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10812,30,Female,California,Rural,1887.86,Private Sector,Secondary,6,No,07-05-25,6,Rejected,1200,Central,All India,Skill Development,Grant,27000,11,45,200000,SC,Non-Binary,Higher Secondary,Online,Gov Assistance Scheme - 490,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10813,69,Non-Binary,New York,Urban,1805.95,Private Sector,Primary,2,Yes,16-11-25,2,Under Review,0,Central,All India,Housing,Stipend,66000,16,36,800000,SC,Non-Binary,PG,Offline,Gov Assistance Scheme - 653,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10814,66,Female,New York,Rural,4500.73,Public Sector,Secondary,8,No,09-12-25,30,Under Review,1200,State,New York,Agriculture,Direct Benefit Transfer,55000,16,47,800000,OBC,Male,School,Offline,Gov Assistance Scheme - 108,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10815,60,Non-Binary,Florida,Rural,4936.16,Unemployed,Secondary,8,No,08-05-25,72,Rejected,500,State,Florida,Skill Development,Scholarship,50000,13,30,800000,ST,Female,School,Online,Gov Assistance Scheme - 381,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10816,67,Female,California,Rural,1503.32,Unemployed,,5,No,13-01-25,90,Rejected,0,State,California,Social Welfare,Stipend,18000,11,58,200000,General,Female,Higher Secondary,Online,Gov Assistance Scheme - 935,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10817,39,Female,Texas,Urban,227.04,Unemployed,Tertiary,1,No,13-12-25,6,Rejected,500,Central,All India,Agriculture,Grant,58000,11,43,500000,ST,Female,Vocational,Offline,Gov Assistance Scheme - 608,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10818,71,Female,California,Rural,40.35,Private Sector,,3,No,18-11-25,80,Under Review,2500,Central,All India,Skill Development,Scholarship,25000,19,78,300000,OBC,Any,Diploma,Online,Gov Assistance Scheme - 778,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10819,52,Non-Binary,Florida,Urban,3919.16,Unemployed,Primary,2,No,09-04-25,78,Rejected,2500,State,Florida,Healthcare,Scholarship,85000,8,53,200000,OBC,Female,Diploma,Offline,Gov Assistance Scheme - 799,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10820,21,Non-Binary,New York,Rural,87.73,Student,,2,Yes,27-11-25,77,Under Review,0,Central,All India,Skill Development,Stipend,79000,16,45,300000,ST,Any,Vocational,Online,Gov Assistance Scheme - 259,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10821,72,Non-Binary,Illinois,Rural,1927.33,Self-Employed,Primary,1,No,30-08-25,32,Under Review,2500,State,Illinois,Healthcare,Scholarship,41000,21,78,500000,ST,Male,Diploma,Online,Gov Assistance Scheme - 193,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10822,53,Female,California,Rural,263.96,Self-Employed,,6,No,01-01-26,85,Approved,2500,State,California,Housing,Stipend,79000,5,63,300000,Any,Any,UG,Online,Gov Assistance Scheme - 478,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10823,71,Non-Binary,Florida,Urban,1522.73,Public Sector,Secondary,4,No,13-07-25,30,Under Review,0,State,Florida,Education & Learning,Scholarship,87000,21,33,300000,EWS,Male,Vocational,Offline,Gov Assistance Scheme - 663,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10824,54,Non-Binary,California,Rural,2115.61,Private Sector,Tertiary,3,Yes,08-02-25,99,Approved,0,Central,All India,Skill Development,Scholarship,64000,3,39,200000,Any,Non-Binary,School,Offline,Gov Assistance Scheme - 578,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10825,56,Male,California,Urban,3989.7,Student,Primary,8,No,26-05-25,26,Pending,2500,Central,All India,Skill Development,Grant,88000,23,55,800000,OBC,Male,Higher Secondary,Offline,Gov Assistance Scheme - 402,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10826,26,Non-Binary,Illinois,Urban,817.06,Private Sector,,2,No,25-01-25,26,Rejected,0,State,Illinois,Skill Development,Stipend,72000,11,79,800000,General,Female,UG,Offline,Gov Assistance Scheme - 385,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10827,32,Non-Binary,Texas,Rural,4697.06,Self-Employed,Tertiary,5,No,08-03-25,61,Approved,0,State,Texas,Healthcare,Subsidy,14000,7,75,200000,OBC,Female,UG,Offline,Gov Assistance Scheme - 820,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10828,78,Non-Binary,California,Urban,3840.58,Private Sector,Primary,8,Yes,28-10-25,49,Under Review,1200,State,California,Skill Development,Scholarship,78000,25,44,300000,EWS,Male,Diploma,Offline,Gov Assistance Scheme - 906,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10829,48,Female,New York,Rural,4656.05,Unemployed,Primary,1,No,09-05-25,49,Pending,0,State,New York,Social Welfare,Stipend,21000,16,74,500000,SC,Any,School,Offline,Gov Assistance Scheme - 668,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10830,67,Non-Binary,New York,Urban,4050.1,Public Sector,Tertiary,4,Yes,17-12-25,66,Pending,0,State,New York,Housing,Stipend,78000,4,59,500000,General,Any,PhD,Offline,Gov Assistance Scheme - 115,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10831,79,Male,Texas,Rural,209.19,Public Sector,Secondary,2,Yes,26-03-25,92,Approved,0,Central,All India,Social Welfare,Scholarship,69000,22,33,800000,OBC,Male,PG,Online+Offline,Gov Assistance Scheme - 845,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10832,20,Female,Florida,Urban,923.66,Public Sector,Tertiary,2,No,04-09-25,1,Pending,0,State,Florida,Education & Learning,Grant,42000,2,48,200000,EWS,Non-Binary,Higher Secondary,Online,Gov Assistance Scheme - 219,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10833,73,Non-Binary,New York,Rural,748.17,Student,Tertiary,7,No,31-05-25,95,Rejected,0,State,New York,Healthcare,Stipend,33000,12,76,800000,ST,Any,UG,Online,Gov Assistance Scheme - 469,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10834,63,Male,California,Rural,3670.77,Self-Employed,Primary,4,No,18-02-25,91,Under Review,0,Central,All India,Agriculture,Grant,67000,18,65,300000,SC,Male,UG,Online,Gov Assistance Scheme - 824,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
