application_id,age,gender,state,residence_type,income,employment_status,education_level,family_members,disability_status,application_date,eligibility_score,application_status,subsidy_amount,level,state_ut,schemecategory,benefit_type,benefit_amount_per_year,min_age,max_age,income_limit,social_category,gender_target,course_level,application_mode,scheme_name,details,documents_required,tags,eligible
GOV-11132,67,Non-Binary,New York,Rural,1183.19,Unemployed,,2,No,16-02-25,100,Under Review,0,Central,All India,Social Welfare,Stipend,7000,16,73,800000,EWS,Any,School,Offline,Gov Assistance Scheme - 144,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11256,32,Non-Binary,Illinois,Urban,4313.88,Unemployed,Primary,1,Yes,02-07-25,45,Rejected,1200,Central,All India,Skill Development,Scholarship,18000,18,56,200000,ST,Any,UG,Online+Offline,Gov Assistance Scheme - 271,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10914,50,Male,Texas,Rural,992.71,Private Sector,Tertiary,3,No,09-05-25,63,Approved,0,Central,All India,Housing,Subsidy,20000,17,36,800000,OBC,Non-Binary,Vocational,Offline,Gov Assistance Scheme - 385,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11480,71,Non-Binary,Florida,Urban,812.05,Self-Employed,Tertiary,6,No,21-03-25,0,Rejected,0,State,Florida,Agriculture,Grant,17000,13,64,300000,SC,Any,Higher Secondary,Online,Gov Assistance Scheme - 921,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10528,36,Male,Texas,Urban,3805.02,Public Sector,Tertiary,7,Yes,02-09-25,90,Under Review,0,Central,All India,Agriculture,Stipend,75000,17,63,800000,Any,Any,School,Online,Gov Assistance Scheme - 609,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10418,23,Female,California,Urban,2028.05,Unemployed,,4,Yes,14-12-25,9,Rejected,1200,Central,All India,Healthcare,Grant,20000,21,45,500000,General,Female,Diploma,Offline,Gov Assistance Scheme - 191,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11935,40,Female,Texas,Urban,1086.7,Private Sector,,2,Yes,25-10-25,58,Under Review,1200,State,Texas,Social Welfare,Direct Benefit Transfer,72000,1,79,300000,EWS,Male,PhD,Online,Gov Assistance Scheme - 717,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11843,77,Male,California,Urban,4949.68,Private Sector,Tertiary,7,Yes,21-06-25,97,Under Review,0,State,California,Skill Development,Grant,51000,0,53,200000,Any,Any,Higher Secondary,Online,Gov Assistance Scheme - 319,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10166,25,Non-Binary,California,Rural,1880.17,Private Sector,Secondary,6,No,18-10-25,30,Under Review,0,Central,All India,Social Welfare,Scholarship,55000,13,65,800000,General,Any,Vocational,Online+Offline,Gov Assistance Scheme - 885,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11310,29,Female,Illinois,Rural,4564.78,Self-Employed,Secondary,3,No,01-11-25,40,Pending,0,State,Illinois,Social Welfare,Direct Benefit Transfer,58000,23,70,200000,General,Any,PhD,Online+Offline,Gov Assistance Scheme - 890,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11052,19,Female,California,Rural,2535.8,Private Sector,Secondary,1,Yes,05-07-25,76,Approved,0,State,California,Skill Development,Direct Benefit Transfer,6000,21,79,300000,ST,Non-Binary,PhD,Online,Gov Assistance Scheme - 563,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10505,40,Non-Binary,New York,Urban,3707.53,Private Sector,Primary,7,No,04-07-25,18,Pending,500,State,New York,Agriculture,Grant,95000,3,73,300000,ST,Non-Binary,UG,Online+Offline,Gov Assistance Scheme - 809,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11809,45,Male,Illinois,Urban,1194.62,Private Sector,,5,Yes,24-02-25,2,Under Review,500,State,Illinois,Housing,Grant,71000,5,64,300000,SC,Any,PG,Online,Gov Assistance Scheme - 975,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11474,45,Non-Binary,California,Urban,484.95,Self-Employed,Secondary,1,No,10-11-25,59,Under Review,0,Central,All India,Healthcare,Scholarship,43000,1,62,200000,OBC,Non-Binary,Vocational,Offline,Gov Assistance Scheme - 274,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10246,26,Female,Florida,Urban,1490.72,Public Sector,,1,No,04-07-25,89,Under Review,0,State,Florida,Housing,Subsidy,30000,7,66,300000,General,Male,School,Online,Gov Assistance Scheme - 767,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11194,20,Male,Illinois,Rural,40.31,Public Sector,Primary,4,Yes,26-09-25,86,Pending,500,State,Illinois,Social Welfare,Direct Benefit Transfer,32000,16,47,300000,Any,Male,UG,Offline,Gov Assistance Scheme - 733,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10065,36,Non-Binary,New York,Urban,1376.7,Unemployed,Tertiary,2,Yes,05-03-25,58,Under Review,2500,State,New York,Housing,Scholarship,6000,13,43,500000,General,Any,PhD,Online+Offline,Gov Assistance Scheme - 221,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11153,21,Male,Florida,Rural,1902.09,Student,Tertiary,6,No,14-08-25,93,Under Review,1200,State,Florida,Skill Development,Direct Benefit Transfer,43000,22,67,500000,EWS,Female,Higher Secondary,Online+Offline,Gov Assistance Scheme - 453,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10606,42,Female,Florida,Urban,4030.86,Private Sector,Secondary,7,Yes,04-10-25,44,Approved,0,State,Florida,Housing,Scholarship,60000,18,59,500000,General,Male,PG,Online+Offline,Gov Assistance Scheme - 777,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10405,38,Female,Texas,Urban,354.44,Private Sector,Tertiary,7,Yes,11-07-25,14,Rejected,1200,State,Texas,Social Welfare,Subsidy,40000,7,70,800000,EWS,Non-Binary,PG,Offline,Gov Assistance Scheme - 300,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11503,64,Female,Illinois,Rural,3122.84,Self-Employed,Secondary,1,No,16-12-25,24,Pending,0,State,Illinois,Agriculture,Scholarship,60000,8,72,200000,ST,Female,Higher Secondary,Online+Offline,Gov Assistance Scheme - 330,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11279,52,Non-Binary,New York,Urban,3323.19,Private Sector,Primary,2,No,11-03-25,20,Approved,500,State,New York,Healthcare,Scholarship,46000,15,35,200000,Any,Female,Diploma,Offline,Gov Assistance Scheme - 124,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10808,61,Non-Binary,Illinois,Rural,3743.88,Unemployed,Tertiary,7,Yes,26-11-25,27,Pending,1200,Central,All India,Agriculture,Direct Benefit Transfer,62000,22,39,200000,General,Non-Binary,PhD,Online+Offline,Gov Assistance Scheme - 627,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10134,32,Non-Binary,Texas,Urban,3707.9,Public Sector,,5,Yes,20-06-25,42,Rejected,1200,State,Texas,Social Welfare,Stipend,38000,13,54,500000,ST,Any,Vocational,Online+Offline,Gov Assistance Scheme - 778,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10642,29,Male,Illinois,Urban,2704.99,Unemployed,Primary,8,Yes,23-10-25,52,Approved,0,State,Illinois,Education & Learning,Scholarship,77000,25,72,300000,ST,Any,School,Online,Gov Assistance Scheme - 595,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10894,24,Female,California,Rural,295.43,Student,Secondary,6,No,09-08-25,54,Approved,0,Central,All India,Housing,Stipend,77000,10,52,300000,ST,Any,School,Online+Offline,Gov Assistance Scheme - 742,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10230,74,Non-Binary,California,Rural,2861.06,Student,Tertiary,8,No,03-10-25,52,Pending,0,Central,All India,Social Welfare,Stipend,28000,24,38,500000,ST,Male,School,Offline,Gov Assistance Scheme - 633,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11009,68,Male,New York,Rural,1329.91,Private Sector,Primary,1,Yes,30-04-25,73,Rejected,2500,State,New York,Education & Learning,Stipend,52000,23,44,500000,Any,Any,Diploma,Offline,Gov Assistance Scheme - 987,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10733,52,Male,Florida,Rural,3000.91,Public Sector,,5,No,28-07-25,20,Under Review,0,State,Florida,Agriculture,Stipend,73000,7,63,200000,General,Non-Binary,PhD,Online+Offline,Gov Assistance Scheme - 306,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10874,62,Male,Texas,Rural,3079.87,Private Sector,Secondary,7,Yes,17-08-25,0,Approved,500,Central,All India,Housing,Stipend,16000,18,59,500000,OBC,Non-Binary,UG,Online,Gov Assistance Scheme - 653,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10540,42,Male,Florida,Urban,3325.91,Public Sector,Primary,1,Yes,05-03-25,51,Under Review,0,State,Florida,Social Welfare,Stipend,9000,15,56,300000,EWS,Male,Higher Secondary,Online,Gov Assistance Scheme - 495,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11088,33,Female,California,Urban,828.57,Student,Tertiary,1,Yes,11-09-25,68,Approved,2500,State,California,Skill Development,Direct Benefit Transfer,29000,15,48,300000,ST,Any,PhD,Online,Gov Assistance Scheme - 911,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11211,70,Male,California,Rural,3237.86,Public Sector,Secondary,2,Yes,15-09-25,0,Rejected,0,State,California,Education & Learning,Scholarship,16000,23,41,500000,SC,Non-Binary,Diploma,Online+Offline,Gov Assistance Scheme - 522,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10662,80,Female,New York,Urban,3634.95,Unemployed,,8,No,03-06-25,35,Under Review,0,Central,All India,Skill Development,Scholarship,81000,6,31,500000,SC,Any,PG,Online,Gov Assistance Scheme - 504,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11180,44,Non-Binary,New York,Rural,553.86,Student,,5,Yes,29-10-25,72,Rejected,500,State,New York,Agriculture,Scholarship,13000,17,31,800000,Any,Any,Diploma,Offline,Gov Assistance Scheme - 758,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10976,85,Male,Florida,Urban,1514.6,Self-Employed,Secondary,8,No,07-02-25,17,Approved,0,State,Florida,Social Welfare,Stipend,80000,15,59,200000,ST,Any,PhD,Offline,Gov Assistance Scheme - 837,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10056,47,Non-Binary,Florida,Rural,1212.87,Public Sector,Secondary,6,No,16-11-25,62,Pending,0,Central,All India,Agriculture,Grant,55000,20,62,800000,General,Any,Higher Secondary,Offline,Gov Assistance Scheme - 620,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10440,23,Female,California,Urban,3581.67,Unemployed,,7,No,17-07-25,76,Pending,500,State,California,Skill Development,Stipend,30000,16,78,300000,General,Female,PhD,Online+Offline,Gov Assistance Scheme - 892,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11207,28,Female,Illinois,Urban,375.16,Student,,3,No,20-05-25,28,Approved,2500,State,Illinois,Skill Development,Stipend,100000,17,38,500000,SC,Female,Diploma,Online,Gov Assistance Scheme - 359,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10937,20,Male,Illinois,Urban,1667.03,Public Sector,Secondary,2,Yes,10-04-25,14,Approved,500,Central,All India,Social Welfare,Stipend,59000,4,69,500000,General,Male,Diploma,Online,Gov Assistance Scheme - 751,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11331,67,Male,Florida,Urban,3152.72,Unemployed,,4,No,02-04-25,21,Rejected,0,State,Florida,Agriculture,Subsidy,94000,6,44,300000,SC,Female,PG,Offline,Gov Assistance Scheme - 101,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11182,53,Non-Binary,Texas,Rural,4906.97,Self-Employed,Tertiary,4,No,16-01-25,23,Approved,0,State,Texas,Housing,Grant,94000,8,51,200000,General,Any,Higher Secondary,Offline,Gov Assistance Scheme - 358,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10687,30,Non-Binary,California,Rural,2209.77,Self-Employed,Primary,8,No,24-01-25,86,Pending,2500,State,California,Skill Development,Stipend,85000,9,69,300000,General,Any,PG,Online+Offline,Gov Assistance Scheme - 603,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10388,59,Non-Binary,California,Rural,2269.87,Public Sector,Primary,6,Yes,11-05-25,4,Under Review,0,Central,All India,Skill Development,Scholarship,62000,7,79,300000,SC,Any,PG,Offline,Gov Assistance Scheme - 753,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10467,84,Male,Texas,Urban,2622.85,Student,,8,Yes,29-01-25,62,Pending,0,State,Texas,Agriculture,Direct Benefit Transfer,100000,6,33,800000,SC,Any,UG,Online,Gov Assistance Scheme - 320,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10308,51,Male,California,Rural,668.88,Private Sector,Primary,6,No,25-10-25,8,Rejected,0,State,California,Education & Learning,Direct Benefit Transfer,47000,3,34,300000,SC,Male,Vocational,Offline,Gov Assistance Scheme - 256,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10657,41,Female,California,Urban,3549.71,Unemployed,Primary,3,Yes,19-06-25,53,Pending,0,Central,All India,Agriculture,Subsidy,19000,4,79,200000,General,Female,UG,Online,Gov Assistance Scheme - 971,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11123,53,Non-Binary,Illinois,Rural,2696.98,Public Sector,Secondary,2,Yes,26-07-25,37,Approved,0,State,Illinois,Social Welfare,Grant,22000,16,66,300000,OBC,Any,Vocational,Online+Offline,Gov Assistance Scheme - 510,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10161,59,Non-Binary,Illinois,Rural,3779.53,Unemployed,Primary,4,No,25-08-25,67,Pending,0,State,Illinois,Social Welfare,Scholarship,31000,18,48,500000,ST,Any,Diploma,Online+Offline,Gov Assistance Scheme - 384,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11667,72,Non-Binary,Florida,Urban,4857.7,Unemployed,Tertiary,7,Yes,04-01-25,16,Pending,0,State,Florida,Housing,Subsidy,31000,23,33,800000,ST,Female,Higher Secondary,Online,Gov Assistance Scheme - 946,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11961,48,Male,Illinois,Rural,1947.07,Private Sector,Secondary,3,No,10-04-25,92,Under Review,2500,State,Illinois,Housing,Scholarship,53000,4,57,300000,SC,Non-Binary,Diploma,Online+Offline,Gov Assistance Scheme - 795,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10299,72,Non-Binary,New York,Urban,843.18,Student,Tertiary,3,No,28-05-25,69,Pending,0,Central,All India,Education & Learning,Direct Benefit Transfer,43000,12,65,800000,General,Female,School,Offline,Gov Assistance Scheme - 782,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10791,46,Male,Texas,Rural,3575.87,Self-Employed,Secondary,4,Yes,01-09-25,21,Rejected,2500,Central,All India,Skill Development,Scholarship,69000,20,46,500000,ST,Non-Binary,PhD,Online+Offline,Gov Assistance Scheme - 198,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11996,46,Non-Binary,California,Urban,977.51,Private Sector,Primary,4,No,09-07-25,20,Approved,0,Central,All India,Healthcare,Stipend,22000,19,73,500000,OBC,Non-Binary,UG,Online,Gov Assistance Scheme - 644,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11352,43,Female,New York,Rural,3896.58,Unemployed,,8,Yes,25-02-25,55,Rejected,1200,Central,All India,Social Welfare,Grant,15000,3,53,300000,OBC,Female,School,Online,Gov Assistance Scheme - 550,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10144,29,Male,Florida,Rural,606.72,Public Sector,Secondary,6,Yes,06-01-25,33,Approved,0,State,Florida,Agriculture,Grant,33000,11,37,800000,Any,Any,PG,Online+Offline,Gov Assistance Scheme - 474,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11282,56,Male,Texas,Rural,3359.46,Private Sector,Secondary,6,No,20-07-25,2,Approved,2500,Central,All India,Education & Learning,Scholarship,65000,23,58,500000,General,Female,UG,Online,Gov Assistance Scheme - 362,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10553,32,Male,Florida,Urban,2100.21,Unemployed,Secondary,5,Yes,03-11-25,85,Approved,1200,State,Florida,Skill Development,Direct Benefit Transfer,73000,20,49,200000,Any,Any,Diploma,Online,Gov Assistance Scheme - 539,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11905,26,Female,Texas,Rural,3692.58,Private Sector,Secondary,6,No,01-01-25,91,Under Review,0,Central,All India,Skill Development,Stipend,97000,16,72,800000,Any,Male,Diploma,Online,Gov Assistance Scheme - 181,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10619,30,Non-Binary,Florida,Urban,4478.65,Student,Tertiary,3,Yes,20-02-25,32,Approved,0,Central,All India,Education & Learning,Direct Benefit Transfer,81000,25,66,500000,EWS,Non-Binary,Higher Secondary,Offline,Gov Assistance Scheme - 366,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10055,19,Male,Illinois,Urban,4464.36,Unemployed,,7,Yes,02-04-25,78,Rejected,2500,State,Illinois,Housing,Grant,21000,14,30,800000,ST,Any,School,Online,Gov Assistance Scheme - 211,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11981,27,Male,California,Urban,2135.97,Self-Employed,Secondary,6,Yes,25-06-25,37,Rejected,0,Central,All India,Social Welfare,Subsidy,34000,14,68,800000,ST,Any,Diploma,Offline,Gov Assistance Scheme - 843,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10149,65,Female,Illinois,Rural,3538.13,Unemployed,Tertiary,8,Yes,05-10-25,34,Approved,500,State,Illinois,Healthcare,Grant,14000,3,80,200000,SC,Any,PhD,Offline,Gov Assistance Scheme - 212,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10688,36,Male,Illinois,Rural,859.65,Student,Tertiary,4,No,26-01-25,88,Approved,2500,Central,All India,Skill Development,Grant,27000,16,67,200000,General,Any,PG,Offline,Gov Assistance Scheme - 612,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10690,70,Male,Illinois,Rural,2317.15,Self-Employed,Tertiary,7,Yes,25-01-25,13,Under Review,2500,State,Illinois,Agriculture,Scholarship,29000,3,32,500000,General,Female,Diploma,Online+Offline,Gov Assistance Scheme - 563,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11990,58,Female,Florida,Rural,803.49,Student,Secondary,8,No,23-02-25,33,Pending,500,Central,All India,Agriculture,Scholarship,92000,4,64,800000,Any,Any,PG,Offline,Gov Assistance Scheme - 665,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11876,20,Non-Binary,California,Rural,3185.94,Public Sector,,4,Yes,08-01-25,0,Under Review,0,State,California,Housing,Scholarship,63000,17,80,300000,ST,Female,PhD,Online+Offline,Gov Assistance Scheme - 951,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11272,75,Non-Binary,New York,Urban,869.1,Unemployed,Primary,1,Yes,21-09-25,65,Approved,1200,State,New York,Housing,Scholarship,76000,13,75,300000,Any,Male,Diploma,Online+Offline,Gov Assistance Scheme - 940,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11828,48,Non-Binary,New York,Rural,1422.21,Student,Secondary,6,No,08-02-25,30,Pending,0,Central,All India,Housing,Grant,52000,16,78,500000,OBC,Non-Binary,Vocational,Online+Offline,Gov Assistance Scheme - 846,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11071,24,Non-Binary,New York,Urban,1951.64,Student,Secondary,5,No,04-10-25,10,Under Review,0,Central,All India,Social Welfare,Scholarship,10000,15,69,300000,OBC,Any,Higher Secondary,Online,Gov Assistance Scheme - 362,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11730,28,Male,Illinois,Rural,4115.53,Student,Secondary,2,No,25-07-25,69,Approved,1200,State,Illinois,Social Welfare,Scholarship,92000,2,39,200000,General,Female,UG,Online,Gov Assistance Scheme - 209,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11771,66,Female,Florida,Rural,1974.88,Private Sector,,4,No,04-03-25,37,Rejected,2500,State,Florida,Skill Development,Subsidy,30000,0,62,200000,OBC,Female,Higher Secondary,Offline,Gov Assistance Scheme - 105,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10817,39,Female,Texas,Urban,227.04,Unemployed,Tertiary,1,No,13-12-25,6,Rejected,500,Central,All India,Agriculture,Grant,58000,11,43,500000,ST,Female,Vocational,Offline,Gov Assistance Scheme - 608,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10101,36,Non-Binary,Florida,Rural,3061.01,Student,Primary,2,Yes,07-09-25,8,Under Review,0,Central,All India,Healthcare,Stipend,100000,19,61,500000,General,Any,Diploma,Online,Gov Assistance Scheme - 718,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11637,49,Female,New York,Urban,3645.02,Public Sector,Primary,7,Yes,03-10-25,64,Rejected,0,Central,All India,Education & Learning,Scholarship,48000,23,67,800000,EWS,Non-Binary,Vocational,Offline,Gov Assistance Scheme - 552,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11654,22,Female,Texas,Urban,2677.61,Unemployed,Tertiary,5,No,26-01-25,0,Under Review,0,State,Texas,Education & Learning,Subsidy,63000,18,50,200000,OBC,Female,PG,Online+Offline,Gov Assistance Scheme - 720,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11630,79,Male,New York,Rural,2726.7,Student,Tertiary,5,Yes,25-05-25,17,Approved,500,Central,All India,Agriculture,Grant,56000,13,33,300000,OBC,Female,PG,Offline,Gov Assistance Scheme - 138,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11333,37,Male,Texas,Rural,4643.08,Public Sector,Secondary,6,No,07-06-25,56,Rejected,0,Central,All India,Skill Development,Subsidy,61000,25,52,800000,General,Any,Vocational,Online+Offline,Gov Assistance Scheme - 769,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
